account_id,loan_count,loan_sum,avg_loan,rank_by_sum,rank_by_count
5742,1,232560,232560.0000,112,1
10093,1,231696,231696.0000,114,1
2699,1,231168,231168.0000,115,1
378,1,230400,230400.0000,116,1
2262,1,230220,230220.0000,117,1
9510,1,228276,228276.0000,118,1
8982,1,227880,227880.0000,119,1
9491,1,225504,225504.0000,120,1
5628,1,225420,225420.0000,121,1
8260,1,224604,224604.0000,122,1
5591,1,221880,221880.0000,123,1
4413,1,221280,221280.0000,124,1
8411,1,220620,220620.0000,125,1
7713,1,220440,220440.0000,126,1
8094,1,220428,220428.0000,127,1
4784,1,219456,219456.0000,128,1
10022,1,218064,218064.0000,129,1
11042,1,217152,217152.0000,130,1
9179,1,215040,215040.0000,131,1
2080,1,214596,214596.0000,132,1
4852,1,213300,213300.0000,133,1
11096,1,213300,213300.0000,133,1
4144,1,212976,212976.0000,135,1
6555,1,212400,212400.0000,136,1
10005,1,210744,210744.0000,137,1
525,1,210384,210384.0000,138,1
5481,1,209184,209184.0000,139,1
1876,1,209040,209040.0000,140,1
10645,1,208332,208332.0000,141,1
8051,1,208320,208320.0000,142,1
3418,1,207264,207264.0000,143,1
1978,1,205200,205200.0000,144,1
4746,1,204780,204780.0000,145,1
1011,1,204000,204000.0000,146,1
7176,1,203940,203940.0000,147,1
5362,1,202848,202848.0000,148,1
1772,1,202788,202788.0000,149,1
2456,1,200976,200976.0000,150,1
2345,1,199680,199680.0000,151,1
10630,1,198240,198240.0000,152,1
10679,1,197808,197808.0000,153,1
10940,1,197748,197748.0000,154,1
10650,1,196224,196224.0000,155,1
7769,1,196080,196080.0000,156,1
10019,1,194940,194940.0000,157,1
6924,1,194880,194880.0000,158,1
10404,1,194280,194280.0000,159,1
1580,1,194256,194256.0000,160,1
7082,1,194160,194160.0000,161,1
5256,1,193968,193968.0000,162,1
4447,1,192744,192744.0000,163,1
4448,1,192744,192744.0000,163,1
7606,1,191880,191880.0000,165,1
9227,1,191580,191580.0000,166,1
1528,1,191088,191088.0000,167,1
1656,1,189792,189792.0000,168,1
7815,1,189696,189696.0000,169,1
9093,1,189300,189300.0000,170,1
960,1,189060,189060.0000,171,1
9493,1,188688,188688.0000,172,1
9353,1,188616,188616.0000,173,1
1004,1,188532,188532.0000,174,1
846,1,187104,187104.0000,175,1
9006,1,186384,186384.0000,176,1
8931,1,186300,186300.0000,177,1
2228,1,185952,185952.0000,178,1
8639,1,185640,185640.0000,179,1
1318,1,185544,185544.0000,180,1
5912,1,184620,184620.0000,181,1
1250,1,182640,182640.0000,182,1
11135,1,182628,182628.0000,183,1
2218,1,182040,182040.0000,184,1
6397,1,181020,181020.0000,185,1
4981,1,179328,179328.0000,186,1
873,1,178500,178500.0000,187,1
5837,1,177804,177804.0000,188,1
5602,1,177504,177504.0000,189,1
2035,1,176328,176328.0000,190,1
9645,1,176148,176148.0000,191,1
3562,1,174960,174960.0000,192,1
3556,1,174840,174840.0000,193,1
8533,1,174048,174048.0000,194,1
5228,1,173808,173808.0000,195,1
8547,1,173016,173016.0000,196,1
1718,1,172272,172272.0000,197,1
9104,1,172080,172080.0000,198,1
5283,1,170832,170832.0000,199,1
8713,1,170700,170700.0000,200,1
7632,1,170448,170448.0000,201,1
2167,1,170256,170256.0000,202,1
4725,1,168264,168264.0000,203,1
10079,1,167100,167100.0000,204,1
67,1,165960,165960.0000,205,1
1801,1,165960,165960.0000,205,1
1498,1,165780,165780.0000,207,1
4999,1,165168,165168.0000,208,1
2496,1,165120,165120.0000,209,1
9225,1,164256,164256.0000,210,1
4293,1,164196,164196.0000,211,1
9156,1,163332,163332.0000,212,1
4681,1,162624,162624.0000,213,1
110,1,162576,162576.0000,214,1
1886,1,162468,162468.0000,215,1
3608,1,161496,161496.0000,216,1
276,1,160920,160920.0000,217,1
7997,1,160656,160656.0000,218,1
2350,1,159744,159744.0000,219,1
4079,1,158976,158976.0000,220,1
3629,1,158760,158760.0000,221,1
5395,1,158184,158184.0000,222,1
9560,1,157068,157068.0000,223,1
2361,1,156672,156672.0000,224,1
2728,1,156420,156420.0000,225,1
785,1,156096,156096.0000,226,1
8127,1,155880,155880.0000,227,1
11244,1,155760,155760.0000,228,1
7184,1,155640,155640.0000,229,1
3021,1,155616,155616.0000,230,1
9030,1,155616,155616.0000,230,1
10728,1,154656,154656.0000,232,1
10973,1,154416,154416.0000,233,1
3875,1,153936,153936.0000,234,1
7565,1,153504,153504.0000,235,1
7894,1,153144,153144.0000,236,1
10915,1,152460,152460.0000,237,1
7240,1,152160,152160.0000,238,1
10439,1,151560,151560.0000,239,1
4116,1,151200,151200.0000,240,1
6461,1,150912,150912.0000,241,1
4969,1,150180,150180.0000,242,1
5385,1,149340,149340.0000,243,1
1166,1,149040,149040.0000,244,1
11054,1,148920,148920.0000,245,1
1252,1,148140,148140.0000,246,1
3353,1,146064,146064.0000,247,1
7990,1,144960,144960.0000,248,1
4937,1,143904,143904.0000,249,1
1819,1,143676,143676.0000,250,1
1698,1,141948,141948.0000,251,1
4851,1,141648,141648.0000,252,1
5952,1,141240,141240.0000,253,1
5572,1,140880,140880.0000,254,1
3460,1,140688,140688.0000,255,1
10812,1,140688,140688.0000,255,1
8041,1,140400,140400.0000,257,1
7733,1,140064,140064.0000,258,1
9656,1,139536,139536.0000,259,1
6922,1,139488,139488.0000,260,1
10134,1,136368,136368.0000,261,1
2622,1,136344,136344.0000,262,1
4503,1,135360,135360.0000,263,1
8316,1,134784,134784.0000,264,1
9790,1,133968,133968.0000,265,1
3907,1,133848,133848.0000,266,1
10493,1,133800,133800.0000,267,1
10911,1,131292,131292.0000,268,1
3143,1,130896,130896.0000,269,1
7594,1,130464,130464.0000,270,1
11362,1,129408,129408.0000,271,1
1242,1,128544,128544.0000,272,1
8026,1,128268,128268.0000,273,1
6699,1,127200,127200.0000,274,1
9188,1,127080,127080.0000,275,1
9828,1,126600,126600.0000,276,1
1389,1,125472,125472.0000,277,1
1407,1,125472,125472.0000,277,1
8899,1,125340,125340.0000,279,1
6856,1,124344,124344.0000,280,1
290,1,123696,123696.0000,281,1
5794,1,123600,123600.0000,282,1
10411,1,123408,123408.0000,283,1
1480,1,123300,123300.0000,284,1
3112,1,123216,123216.0000,285,1
9201,1,122472,122472.0000,286,1
10105,1,121896,121896.0000,287,1
9403,1,120888,120888.0000,288,1
11069,1,119136,119136.0000,289,1
5269,1,117420,117420.0000,290,1
4894,1,117024,117024.0000,291,1
9494,1,116832,116832.0000,292,1
6686,1,116496,116496.0000,293,1
9730,1,116040,116040.0000,294,1
10738,1,115992,115992.0000,295,1
10963,1,115812,115812.0000,296,1
9731,1,113796,113796.0000,297,1
10884,1,113544,113544.0000,298,1
10243,1,113436,113436.0000,299,1
303,1,112752,112752.0000,300,1
2762,1,111384,111384.0000,301,1
38,1,110736,110736.0000,302,1
7437,1,110736,110736.0000,302,1
6434,1,110136,110136.0000,304,1
5001,1,110112,110112.0000,305,1
226,1,109344,109344.0000,306,1
993,1,108720,108720.0000,307,1
11111,1,108144,108144.0000,308,1
4727,1,107640,107640.0000,309,1
3942,1,107352,107352.0000,310,1
4660,1,106944,106944.0000,311,1
4052,1,106128,106128.0000,312,1
1843,1,105804,105804.0000,313,1
6495,1,104964,104964.0000,314,1
173,1,104808,104808.0000,315,1
9583,1,104712,104712.0000,316,1
9591,1,104712,104712.0000,316,1
97,1,102876,102876.0000,318,1
675,1,102240,102240.0000,319,1
2106,1,101520,101520.0000,320,1
344,1,100980,100980.0000,321,1
6649,1,100260,100260.0000,322,1
4342,1,100128,100128.0000,323,1
1447,1,100080,100080.0000,324,1
9377,1,99936,99936.0000,325,1
7180,1,99744,99744.0000,326,1
2343,1,99336,99336.0000,327,1
8114,1,99300,99300.0000,328,1
5698,1,99216,99216.0000,329,1
4907,1,98832,98832.0000,330,1
5650,1,98592,98592.0000,331,1
11079,1,98304,98304.0000,332,1
1012,1,98184,98184.0000,333,1
8169,1,97980,97980.0000,334,1
9833,1,97632,97632.0000,335,1
7907,1,97392,97392.0000,336,1
4414,1,97224,97224.0000,337,1
4715,1,97176,97176.0000,338,1
3916,1,96984,96984.0000,339,1
6985,1,96768,96768.0000,340,1
9814,1,96168,96168.0000,341,1
2419,1,95808,95808.0000,342,1
6701,1,95400,95400.0000,343,1
7674,1,94488,94488.0000,344,1
4473,1,93960,93960.0000,345,1
2705,1,93888,93888.0000,346,1
2720,1,93888,93888.0000,346,1
8039,1,93600,93600.0000,348,1
8523,1,93036,93036.0000,349,1
2227,1,92976,92976.0000,350,1
2116,1,92400,92400.0000,351,1
2694,1,91632,91632.0000,352,1
10049,1,91632,91632.0000,352,1
7844,1,91584,91584.0000,354,1
309,1,91248,91248.0000,355,1
7485,1,91200,91200.0000,356,1
544,1,91152,91152.0000,357,1
5317,1,90180,90180.0000,358,1
4361,1,90156,90156.0000,359,1
11138,1,89880,89880.0000,360,1
2580,1,89340,89340.0000,361,1
9928,1,89340,89340.0000,361,1
11231,1,89280,89280.0000,363,1
8321,1,89040,89040.0000,364,1
10351,1,88704,88704.0000,365,1
2988,1,88608,88608.0000,366,1
132,1,88440,88440.0000,367,1
8772,1,88272,88272.0000,368,1
9673,1,88200,88200.0000,369,1
8261,1,87840,87840.0000,370,1
4427,1,87816,87816.0000,371,1
4631,1,87528,87528.0000,372,1
6265,1,87360,87360.0000,373,1
6273,1,87360,87360.0000,373,1
854,1,87216,87216.0000,375,1
10361,1,86880,86880.0000,376,1
9236,1,86616,86616.0000,377,1
2062,1,86184,86184.0000,378,1
4467,1,86184,86184.0000,378,1
9422,1,86184,86184.0000,378,1
8492,1,85860,85860.0000,381,1
8680,1,85716,85716.0000,382,1
6289,1,85632,85632.0000,383,1
440,1,84288,84288.0000,384,1
4033,1,84288,84288.0000,384,1
7926,1,84120,84120.0000,386,1
2064,1,83628,83628.0000,387,1
9424,1,83628,83628.0000,387,1
9235,1,83280,83280.0000,389,1
5622,1,83016,83016.0000,390,1
3050,1,82896,82896.0000,391,1
9208,1,82128,82128.0000,392,1
4533,1,81144,81144.0000,393,1
2,1,80952,80952.0000,394,1
7401,1,80952,80952.0000,394,1
8173,1,80340,80340.0000,396,1
6353,1,79920,79920.0000,397,1
5196,1,79824,79824.0000,398,1
4259,1,79632,79632.0000,399,1
5270,1,79608,79608.0000,400,1
7890,1,79344,79344.0000,401,1
1603,1,78936,78936.0000,402,1
5944,1,78720,78720.0000,403,1
5445,1,78696,78696.0000,404,1
2165,1,78600,78600.0000,405,1
10068,1,77808,77808.0000,406,1
8027,1,77640,77640.0000,407,1
7745,1,77544,77544.0000,408,1
3230,1,77184,77184.0000,409,1
6510,1,76992,76992.0000,410,1
718,1,76944,76944.0000,411,1
8564,1,76680,76680.0000,412,1
9640,1,76416,76416.0000,413,1
3747,1,76380,76380.0000,414,1
8919,1,76104,76104.0000,415,1
4863,1,76080,76080.0000,416,1
3862,1,74916,74916.0000,417,1
1270,1,74772,74772.0000,418,1
8129,1,74736,74736.0000,419,1
8519,1,74688,74688.0000,420,1
8784,1,74352,74352.0000,421,1
7136,1,74124,74124.0000,422,1
4415,1,74040,74040.0000,423,1
4423,1,73836,73836.0000,424,1
7262,1,73260,73260.0000,425,1
789,1,73056,73056.0000,426,1
2247,1,72504,72504.0000,427,1
7859,1,72120,72120.0000,428,1
3403,1,71820,71820.0000,429,1
2143,1,71460,71460.0000,430,1
7965,1,71460,71460.0000,430,1
1256,1,71064,71064.0000,432,1
9024,1,70656,70656.0000,433,1
2725,1,69624,69624.0000,434,1
9159,1,69600,69600.0000,435,1
11065,1,69360,69360.0000,436,1
10762,1,68832,68832.0000,437,1
3448,1,68664,68664.0000,438,1
3754,1,68544,68544.0000,439,1
5358,1,68340,68340.0000,440,1
3249,1,68124,68124.0000,441,1
7857,1,68112,68112.0000,442,1
8688,1,67980,67980.0000,443,1
6138,1,67608,67608.0000,444,1
3455,1,67464,67464.0000,445,1
10807,1,67464,67464.0000,445,1
11271,1,67320,67320.0000,447,1
314,1,66840,66840.0000,448,1
4616,1,66696,66696.0000,449,1
2753,1,66432,66432.0000,450,1
5891,1,65184,65184.0000,451,1
6706,1,64860,64860.0000,452,1
4585,1,64656,64656.0000,453,1
1638,1,64224,64224.0000,454,1
3953,1,63576,63576.0000,455,1
7190,1,63360,63360.0000,456,1
7454,1,63312,63312.0000,457,1
3804,1,63252,63252.0000,458,1
2153,1,61560,61560.0000,459,1
4550,1,61320,61320.0000,460,1
5991,1,61056,61056.0000,461,1
10440,1,60000,60000.0000,462,1
6148,1,59760,59760.0000,463,1
9631,1,59448,59448.0000,464,1
4803,1,59136,59136.0000,465,1
5180,1,58764,58764.0000,466,1
10905,1,57120,57120.0000,467,1
5133,1,57060,57060.0000,468,1
8092,1,56100,56100.0000,469,1
1928,1,55632,55632.0000,470,1
7445,1,55368,55368.0000,471,1
10436,1,54396,54396.0000,472,1
11359,1,54024,54024.0000,473,1
2187,1,53472,53472.0000,474,1
5118,1,53232,53232.0000,475,1
825,1,53076,53076.0000,476,1
11265,1,52788,52788.0000,477,1
1284,1,52512,52512.0000,478,1
9153,1,52236,52236.0000,479,1
9337,1,52128,52128.0000,480,1
7753,1,51696,51696.0000,481,1
4337,1,51408,51408.0000,482,1
1083,1,50976,50976.0000,483,1
2824,1,50460,50460.0000,484,1
9031,1,50112,50112.0000,485,1
7181,1,49872,49872.0000,486,1
7156,1,49488,49488.0000,487,1
2352,1,49440,49440.0000,488,1
6902,1,49320,49320.0000,489,1
7274,1,49044,49044.0000,490,1
2994,1,48744,48744.0000,491,1
7133,1,48672,48672.0000,492,1
816,1,48624,48624.0000,493,1
2334,1,48312,48312.0000,494,1
11027,1,48096,48096.0000,495,1
8625,1,47304,47304.0000,496,1
7123,1,47016,47016.0000,497,1
2322,1,46320,46320.0000,498,1
9548,1,46176,46176.0000,499,1
10788,1,45768,45768.0000,500,1
10789,1,45768,45768.0000,500,1
10652,1,45720,45720.0000,502,1
7721,1,45456,45456.0000,503,1
1375,1,45336,45336.0000,504,1
8972,1,45024,45024.0000,505,1
1906,1,44952,44952.0000,506,1
11141,1,44940,44940.0000,507,1
2073,1,44640,44640.0000,508,1
9433,1,44640,44640.0000,508,1
5574,1,44628,44628.0000,510,1
5593,1,44376,44376.0000,511,1
10215,1,44304,44304.0000,512,1
3489,1,44088,44088.0000,513,1
1776,1,43200,43200.0000,514,1
6472,1,43164,43164.0000,515,1
7957,1,42900,42900.0000,516,1
8505,1,42840,42840.0000,517,1
349,1,42816,42816.0000,518,1
7636,1,42384,42384.0000,519,1
4268,1,41988,41988.0000,520,1
7546,1,41952,41952.0000,521,1
9307,1,41904,41904.0000,522,1
4099,1,41856,41856.0000,523,1
2982,1,41256,41256.0000,524,1
3390,1,40632,40632.0000,525,1
9263,1,39576,39576.0000,526,1
9265,1,39576,39576.0000,526,1
11327,1,39168,39168.0000,528,1
3229,1,39024,39024.0000,529,1
2018,1,38520,38520.0000,530,1
6505,1,38496,38496.0000,531,1
9034,1,38148,38148.0000,532,1
1869,1,37944,37944.0000,533,1
6738,1,37908,37908.0000,534,1
10257,1,37812,37812.0000,535,1
6425,1,36684,36684.0000,536,1
9472,1,36396,36396.0000,537,1
9897,1,36168,36168.0000,538,1
1244,1,35904,35904.0000,539,1
8038,1,35856,35856.0000,540,1
6440,1,34572,34572.0000,541,1
8776,1,33984,33984.0000,542,1
4626,1,33348,33348.0000,543,1
8742,1,33144,33144.0000,544,1
5541,1,32640,32640.0000,545,1
7607,1,31728,31728.0000,546,1
9677,1,31620,31620.0000,547,1
10345,1,31260,31260.0000,548,1
2962,1,31248,31248.0000,549,1
5774,1,31176,31176.0000,550,1
10799,1,31140,31140.0000,551,1
25,1,30276,30276.0000,552,1
7424,1,30276,30276.0000,552,1
1766,1,30060,30060.0000,554,1
3161,1,30012,30012.0000,555,1
8159,1,29784,29784.0000,556,1
6030,1,28248,28248.0000,557,1
7765,1,27984,27984.0000,558,1
176,1,27456,27456.0000,559,1
6097,1,26208,26208.0000,560,1
6930,1,25944,25944.0000,561,1
2986,1,24792,24792.0000,562,1
2486,1,24516,24516.0000,563,1
813,1,24312,24312.0000,564,1
10711,1,24180,24180.0000,565,1
3674,1,23628,23628.0000,566,1
1329,1,23520,23520.0000,567,1
10445,1,23412,23412.0000,568,1
2142,1,23328,23328.0000,569,1
9242,1,23184,23184.0000,570,1
3834,1,23052,23052.0000,571,1
6688,1,22968,22968.0000,572,1
2134,1,22932,22932.0000,573,1
5164,1,22356,22356.0000,574,1
938,1,22260,22260.0000,575,1
10148,1,22104,22104.0000,576,1
10364,1,21924,21924.0000,577,1
7861,1,21852,21852.0000,578,1
4825,1,21396,21396.0000,579,1
8475,1,21072,21072.0000,580,1
7819,1,20832,20832.0000,581,1
5126,1,20352,20352.0000,582,1
4580,1,20220,20220.0000,583,1
2268,1,20196,20196.0000,584,1
3329,1,19248,19248.0000,585,1
10001,1,19044,19044.0000,586,1
10954,1,18720,18720.0000,587,1
3752,1,18564,18564.0000,588,1
9513,1,18324,18324.0000,589,1
2413,1,17952,17952.0000,590,1
6363,1,17508,17508.0000,591,1
6792,1,17184,17184.0000,592,1
9140,1,16032,16032.0000,593,1
3064,1,15420,15420.0000,594,1
4476,1,15192,15192.0000,595,1
5215,1,14628,14628.0000,596,1
3637,1,14028,14028.0000,597,1
7559,1,12792,12792.0000,598,1
666,1,12540,12540.0000,599,1
6040,1,11736,11736.0000,600,1
5033,1,11400,11400.0000,601,1
6453,1,10944,10944.0000,602,1
8268,1,8616,8616.0000,603,1
8330,1,7656,7656.0000,604,1
6061,1,5148,5148.0000,605,1
3354,1,4980,4980.0000,606,1
